gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,sum_click,consistency,TMA_average,CMA_average,TMA_score,CMA_score,Total_average_score,Total_assessment_score,submission_date_average
1,3,6.0,1.0,0,60,0,1,1358.0,10.529257781130045,72.8,0.0,7080.0,0.0,72.8,7080.0,1.4
1,3,0.0,0.0,0,60,0,1,1886.0,13.875127460742666,62.4,0.0,5980.0,0.0,62.4,5980.0,9.4
1,2,7.0,1.0,0,60,0,1,1108.0,11.768572172476974,74.2,0.0,7420.0,0.0,74.2,7420.0,-4.6
1,3,3.0,0.0,0,120,0,1,284.0,4.462873688163963,61.8,0.0,5900.0,0.0,61.8,5900.0,0.0
1,2,4.0,1.0,0,60,0,1,2041.0,15.535524383731996,71.4,0.0,7070.0,0.0,71.4,7070.0,1.2
0,2,4.0,0.0,0,180,0,1,1321.0,10.589148286221908,69.6,0.0,6940.0,0.0,69.6,6940.0,4.2
0,1,8.0,1.0,0,120,0,1,520.0,7.90337529746999,67.4,0.0,6730.0,0.0,67.4,6730.0,-0.8
0,2,9.0,1.0,0,60,0,1,2732.0,23.40939543116812,84.4,0.0,8380.0,0.0,84.4,8380.0,-0.8
1,2,4.0,1.0,0,60,0,1,5528.0,23.387501688790323,80.2,0.0,8170.0,0.0,80.2,8170.0,-1.8
0,2,3.0,0.0,0,240,0,1,1823.0,14.404897083310905,72.6,0.0,7200.0,0.0,72.6,7200.0,1.4
0,2,5.0,1.0,0,60,0,1,2121.0,16.580852558480732,73.6,0.0,7530.0,0.0,73.6,7530.0,1.0
0,3,8.0,1.0,0,60,0,1,5645.0,22.37185818875729,68.8,0.0,7060.0,0.0,68.8,7060.0,0.6
1,3,6.0,0.0,0,120,0,1,452.0,6.486094388399302,54.4,0.0,5320.0,0.0,54.4,5320.0,4.2
0,2,2.0,0.0,0,60,1,0,597.0,8.059253435954073,50.0,0.0,4880.0,0.0,50.0,4880.0,4.8
1,1,6.0,0.0,0,120,0,0,611.0,7.19415983474014,73.75,0.0,5130.0,0.0,73.75,5130.0,2.5
0,2,8.0,0.0,0,150,0,1,270.0,7.069163464581873,50.0,0.0,4960.0,0.0,50.0,4960.0,-3.6
1,2,0.0,1.0,0,420,0,1,1529.0,14.75027045992572,67.0,0.0,6600.0,0.0,67.0,6600.0,0.8
0,2,2.0,1.0,0,60,0,1,4003.0,27.421744762384535,79.8,0.0,7940.0,0.0,79.8,7940.0,-1.0
0,2,9.0,0.0,0,60,0,1,1405.0,12.069248824768321,70.6,0.0,6860.0,0.0,70.6,6860.0,9.4
1,2,7.0,0.0,0,60,0,1,466.0,4.8546237475195015,71.8,0.0,7040.0,0.0,71.8,7040.0,-0.4
0,2,4.0,1.0,0,60,0,1,1510.0,12.720879979024582,69.4,0.0,7090.0,0.0,69.4,7090.0,2.8
0,1,1.0,1.0,0,60,0,1,745.0,9.080975152976833,66.4,0.0,6490.0,0.0,66.4,6490.0,0.0
1,3,9.0,2.0,0,60,0,1,6318.0,20.98419536416663,80.4,0.0,8010.0,0.0,80.4,8010.0,-2.0
1,3,7.0,1.0,0,60,0,1,2016.0,17.599618077498988,78.2,0.0,7880.0,0.0,78.2,7880.0,0.4
0,2,8.0,0.0,0,180,0,0,138.0,5.416945264630241,37.6,0.0,3600.0,0.0,37.6,3600.0,16.2
1,2,3.0,0.0,0,120,0,1,2012.0,10.776724009760372,53.4,0.0,5170.0,0.0,53.4,5170.0,-2.8
0,2,6.0,0.0,0,60,0,1,1975.0,16.636013827027647,54.0,0.0,5400.0,0.0,54.0,5400.0,0.6
1,2,1.0,0.0,0,180,0,1,964.0,11.57080423855164,49.0,0.0,4660.0,0.0,49.0,4660.0,1.0
1,3,8.0,1.0,0,170,0,1,1312.0,7.939488903124469,59.8,0.0,5870.0,0.0,59.8,5870.0,-2.6
1,3,1.0,0.0,0,120,0,0,427.0,16.8904825271512,74.0,0.0,740.0,0.0,74.0,740.0,5.0
1,3,3.0,1.0,0,60,0,1,2136.0,20.30895750602739,76.0,0.0,7560.0,0.0,76.0,7560.0,8.6
1,2,5.0,1.0,0,60,0,1,8562.0,32.461787433107204,89.2,0.0,8940.0,0.0,89.2,8940.0,-2.0
1,2,9.0,0.0,0,120,0,1,1541.0,14.802854403067078,79.4,0.0,7880.0,0.0,79.4,7880.0,-0.6
0,1,9.0,0.0,0,60,0,1,3219.0,19.028648301185928,68.4,0.0,6670.0,0.0,68.4,6670.0,0.4
1,1,5.0,1.0,0,60,0,1,534.0,6.030895315303823,54.4,0.0,5080.0,0.0,54.4,5080.0,-2.0
1,3,8.0,1.0,0,60,0,1,1665.0,12.516184458363032,72.2,0.0,7220.0,0.0,72.2,7220.0,0.0
1,2,4.0,0.0,0,90,1,0,333.0,7.084737533199973,56.666666666666664,0.0,2730.0,0.0,56.666666666666664,2730.0,3.6666666666666665
0,2,1.0,1.0,0,60,0,1,2953.0,18.308754898163112,83.6,0.0,8350.0,0.0,83.6,8350.0,-1.0
1,3,6.0,0.0,0,60,0,1,227.0,2.8424024448524734,72.4,0.0,7480.0,0.0,72.4,7480.0,0.0
1,1,5.0,0.0,0,60,0,1,445.0,6.379854991911476,61.8,0.0,6070.0,0.0,61.8,6070.0,6.8
1,2,2.0,0.0,0,60,0,1,614.0,9.203763283744161,66.0,0.0,6510.0,0.0,66.0,6510.0,-0.8
1,2,5.0,0.0,0,60,0,1,1215.0,10.013229773339804,78.0,0.0,7750.0,0.0,78.0,7750.0,-1.0
1,2,4.0,0.0,0,240,0,1,1839.0,17.85693790970776,67.75,0.0,5280.0,0.0,67.75,5280.0,0.5
1,4,9.0,0.0,0,60,0,1,732.0,18.273924255895924,78.0,0.0,7550.0,0.0,78.0,7550.0,1.6
1,3,9.0,2.0,0,60,0,1,1935.0,10.854070808766002,79.2,0.0,7950.0,0.0,79.2,7950.0,0.0
1,3,8.0,0.0,0,80,0,1,321.0,5.569376585898601,75.8,0.0,7420.0,0.0,75.8,7420.0,0.0
1,2,9.0,0.0,0,120,0,1,427.0,6.084002005417897,58.4,0.0,5640.0,0.0,58.4,5640.0,-2.0
1,3,9.0,1.0,0,60,0,1,1892.0,13.167579746288741,78.8,0.0,7880.0,0.0,78.8,7880.0,-6.0
0,3,6.0,1.0,0,60,0,0,1829.0,13.129069359577917,58.6,0.0,5960.0,0.0,58.6,5960.0,1.0
1,3,2.0,1.0,0,60,0,1,658.0,8.517331074533736,77.4,0.0,7920.0,0.0,77.4,7920.0,-0.6
1,2,9.0,1.0,0,60,0,1,1174.0,11.53695542638202,55.6,0.0,5480.0,0.0,55.6,5480.0,-0.2
1,1,2.0,0.0,0,90,0,1,1969.0,9.425920140198143,78.4,0.0,7890.0,0.0,78.4,7890.0,3.8
1,1,2.0,1.0,0,60,0,1,2580.0,14.593897615525496,71.4,0.0,6840.0,0.0,71.4,6840.0,4.8
1,3,1.0,0.0,0,120,0,1,1481.0,14.785488210459965,76.8,0.0,7770.0,0.0,76.8,7770.0,4.6
0,1,3.0,0.0,0,60,0,1,844.0,10.68304833768754,58.8,0.0,5910.0,0.0,58.8,5910.0,2.2
0,1,7.0,1.0,0,60,0,1,4963.0,23.650165589483137,64.8,0.0,6440.0,0.0,64.8,6440.0,3.2
1,2,2.0,1.0,0,60,0,1,1066.0,12.562304528056707,71.0,0.0,7210.0,0.0,71.0,7210.0,2.6
0,2,3.0,1.0,0,60,0,1,2407.0,17.217963233244394,76.6,0.0,7600.0,0.0,76.6,7600.0,-1.0
1,2,1.0,1.0,0,90,0,0,3210.0,19.937335598784173,74.6,0.0,7550.0,0.0,74.6,7550.0,-2.2
1,2,8.0,1.0,0,60,0,1,3348.0,21.776342657989776,76.4,0.0,7690.0,0.0,76.4,7690.0,0.0
1,1,4.0,0.0,0,60,0,1,1183.0,13.220042382076956,79.2,0.0,7960.0,0.0,79.2,7960.0,-3.0
0,2,3.0,0.0,0,150,0,1,492.0,5.001832968256004,73.4,0.0,7380.0,0.0,73.4,7380.0,1.4
1,1,7.0,1.0,0,60,0,0,130.0,2.7259792482566194,55.4,0.0,5430.0,0.0,55.4,5430.0,-2.2
1,2,3.0,1.0,0,60,0,1,1961.0,16.447462441443825,60.6,0.0,5880.0,0.0,60.6,5880.0,5.8
1,2,9.0,1.0,0,60,0,1,1046.0,11.414128757666917,71.0,0.0,7350.0,0.0,71.0,7350.0,2.0
1,2,9.0,0.0,0,120,0,1,483.0,6.144183596173869,67.8,0.0,6790.0,0.0,67.8,6790.0,-0.4
1,2,2.0,0.0,0,60,0,1,1740.0,12.833340716957405,70.4,0.0,6980.0,0.0,70.4,6980.0,1.2
1,2,3.0,0.0,0,60,0,1,652.0,16.83727488199172,75.0,0.0,7450.0,0.0,75.0,7450.0,-0.8
1,2,9.0,1.0,0,60,0,1,5231.0,22.29184376583138,83.6,0.0,8290.0,0.0,83.6,8290.0,0.6
1,2,7.0,0.0,0,120,0,1,187.0,3.459544259094407,46.75,0.0,4150.0,0.0,46.75,4150.0,4.0
1,3,9.0,2.0,0,60,0,1,1775.0,14.198671729112807,78.2,0.0,7870.0,0.0,78.2,7870.0,-3.6
1,2,9.0,0.0,0,60,0,1,865.0,7.26508740768552,52.8,0.0,5100.0,0.0,52.8,5100.0,-1.4
1,2,4.0,1.0,0,240,0,0,709.0,6.885612718803603,50.2,0.0,5190.0,0.0,50.2,5190.0,-0.2
1,4,9.0,2.0,0,60,0,1,2152.0,14.24999716243637,86.8,0.0,8430.0,0.0,86.8,8430.0,-2.8
0,3,8.0,0.0,0,60,0,1,514.0,4.81681775049731,80.8,0.0,8180.0,0.0,80.8,8180.0,2.6
1,2,3.0,1.0,0,60,0,1,1997.0,14.95534554367028,78.8,0.0,7830.0,0.0,78.8,7830.0,-8.6
0,2,4.0,0.0,0,60,0,0,513.0,9.545621330038335,58.666666666666664,0.0,2940.0,0.0,58.666666666666664,2940.0,1.3333333333333333
1,2,7.0,0.0,0,60,0,0,146.0,5.093132268238785,64.0,0.0,640.0,0.0,64.0,640.0,0.0
1,2,7.0,0.0,0,120,1,1,1277.0,12.12061025270687,78.0,0.0,7810.0,0.0,78.0,7810.0,0.0
1,2,5.0,1.0,0,120,0,1,987.0,8.144799162118815,58.2,0.0,5490.0,0.0,58.2,5490.0,-0.4
1,2,9.0,1.0,0,60,0,1,1220.0,11.207273779700197,82.0,0.0,8260.0,0.0,82.0,8260.0,-3.0
0,2,1.0,0.0,0,60,0,1,2742.0,15.59013411021196,62.6,0.0,6090.0,0.0,62.6,6090.0,-0.4
0,3,1.0,0.0,0,60,0,1,1081.0,10.052951690654675,81.2,0.0,8130.0,0.0,81.2,8130.0,0.0
1,2,7.0,0.0,0,60,0,1,1476.0,13.432897739901163,60.0,0.0,4330.0,0.0,60.0,4330.0,1.75
1,2,6.0,2.0,0,120,0,1,2230.0,14.118837478247851,59.2,0.0,6040.0,0.0,59.2,6040.0,0.2
1,4,9.0,2.0,0,60,0,1,12882.0,38.96334744619877,87.8,0.0,8780.0,0.0,87.8,8780.0,-1.6
1,2,9.0,0.0,0,60,0,1,281.0,4.6685958372485175,61.8,0.0,5850.0,0.0,61.8,5850.0,-0.8
0,3,8.0,0.0,0,120,0,1,1281.0,10.469337904024037,66.6,0.0,6660.0,0.0,66.6,6660.0,-8.0
0,2,5.0,0.0,0,60,0,1,6589.0,22.66618944451031,78.4,0.0,7860.0,0.0,78.4,7860.0,1.4
1,3,9.0,2.0,0,60,0,1,10083.0,34.02948059807173,80.4,0.0,8020.0,0.0,80.4,8020.0,-2.8
1,3,4.0,1.0,0,60,0,1,1901.0,13.115058113943878,80.4,0.0,8020.0,0.0,80.4,8020.0,-0.6
0,2,1.0,1.0,0,60,0,1,1961.0,12.338038597805562,57.6,0.0,5750.0,0.0,57.6,5750.0,-0.6
1,2,9.0,0.0,0,120,0,1,133.0,2.4286215733671908,61.2,0.0,6460.0,0.0,61.2,6460.0,-0.8
0,2,6.0,1.0,0,60,0,1,1655.0,14.50729084299704,74.4,0.0,7510.0,0.0,74.4,7510.0,-0.4
1,2,2.0,0.0,0,120,0,1,301.0,5.051902133607548,65.8,0.0,6260.0,0.0,65.8,6260.0,-0.2
1,3,8.0,0.0,0,60,0,1,648.0,9.275737755186624,74.4,0.0,7420.0,0.0,74.4,7420.0,0.0
0,2,5.0,0.0,0,150,0,0,332.0,6.631308735758207,53.0,0.0,1550.0,0.0,53.0,1550.0,0.5
1,2,9.0,0.0,0,120,0,1,1316.0,11.287486203400656,68.2,0.0,6740.0,0.0,68.2,6740.0,-2.0
1,2,8.0,0.0,0,60,0,1,333.0,5.1206470682777425,49.8,0.0,4780.0,0.0,49.8,4780.0,-0.4
1,1,4.0,0.0,0,180,0,0,201.0,3.4249810053501344,64.2,0.0,6380.0,0.0,64.2,6380.0,16.0
1,1,5.0,2.0,0,60,0,1,1950.0,16.3691991709868,77.2,0.0,7840.0,0.0,77.2,7840.0,-10.0
1,3,0.0,0.0,0,60,0,1,838.0,8.310384843328022,60.4,0.0,6150.0,0.0,60.4,6150.0,-2.0
1,3,7.0,1.0,0,120,0,1,3644.0,21.093405869479064,78.4,0.0,7960.0,0.0,78.4,7960.0,2.4
1,2,1.0,0.0,0,60,0,0,65.0,1.116260956030839,49.2,0.0,4740.0,0.0,49.2,4740.0,-1.0
1,2,6.0,0.0,0,180,1,1,547.0,5.824209795762617,78.0,0.0,7950.0,0.0,78.0,7950.0,1.6
1,2,3.0,0.0,0,60,0,1,2219.0,12.993589016628924,80.4,0.0,8200.0,0.0,80.4,8200.0,-2.4
1,2,5.0,0.0,0,120,0,1,569.0,5.261640772600829,82.4,0.0,8240.0,0.0,82.4,8240.0,-1.0
1,3,8.0,1.0,0,60,0,1,761.0,6.172403526119805,73.8,0.0,7340.0,0.0,73.8,7340.0,0.0
1,2,1.0,0.0,0,60,0,0,166.0,3.714090288819912,57.0,0.0,2930.0,0.0,57.0,2930.0,0.0
1,1,7.0,1.0,0,60,0,0,821.0,8.213036023144804,69.0,0.0,4880.0,0.0,69.0,4880.0,-2.5
0,2,0.0,0.0,0,120,0,1,891.0,9.298816515045006,56.4,0.0,5560.0,0.0,56.4,5560.0,0.0
1,1,1.0,1.0,0,60,0,1,2129.0,11.793165949807232,70.0,0.0,7040.0,0.0,70.0,7040.0,-1.8
1,3,4.0,0.0,0,60,0,1,1465.0,8.86466623897355,76.8,0.0,7700.0,0.0,76.8,7700.0,-2.2
0,2,5.0,0.0,0,120,1,1,437.0,6.5341552288955915,50.4,0.0,4910.0,0.0,50.4,4910.0,5.2
1,3,5.0,1.0,0,120,0,0,292.0,4.377733768013316,55.6,0.0,5370.0,0.0,55.6,5370.0,-0.8
1,1,0.0,0.0,0,180,0,1,677.0,8.103434820299128,66.4,0.0,6740.0,0.0,66.4,6740.0,-5.4
0,2,8.0,1.0,0,60,0,1,2333.0,17.060626355879833,72.8,0.0,7300.0,0.0,72.8,7300.0,2.0
1,2,8.0,0.0,0,60,0,1,1062.0,8.439408123053157,67.8,0.0,6700.0,0.0,67.8,6700.0,-2.0
1,2,9.0,0.0,0,120,0,1,543.0,4.918600092480515,75.6,0.0,7630.0,0.0,75.6,7630.0,1.6
1,2,7.0,0.0,0,120,0,1,910.0,7.8566684325290925,68.0,0.0,6880.0,0.0,68.0,6880.0,1.8
0,1,8.0,1.0,0,60,0,1,671.0,8.993051320253723,63.8,0.0,6370.0,0.0,63.8,6370.0,2.0
1,2,9.0,1.0,0,60,0,1,875.0,11.329745855126797,60.6,0.0,6190.0,0.0,60.6,6190.0,-1.8
1,2,7.0,0.0,0,120,0,0,363.0,5.463481629810278,45.0,0.0,4350.0,0.0,45.0,4350.0,0.0
0,2,5.0,1.0,0,120,0,1,3003.0,17.021427261247613,68.4,0.0,6910.0,0.0,68.4,6910.0,4.2
1,2,6.0,0.0,0,60,0,1,876.0,11.391534819072058,74.2,0.0,7480.0,0.0,74.2,7480.0,-1.0
1,3,5.0,0.0,0,180,0,1,996.0,10.519401529325648,61.4,0.0,6110.0,0.0,61.4,6110.0,3.0
1,1,9.0,0.0,0,240,0,0,1183.0,10.75341589267188,46.4,0.0,4500.0,0.0,46.4,4500.0,-0.6
0,1,8.0,0.0,0,60,0,1,955.0,8.81853245033402,65.0,0.0,6700.0,0.0,65.0,6700.0,2.8
1,1,5.0,1.0,0,60,0,1,1445.0,13.90424563939282,72.6,0.0,7070.0,0.0,72.6,7070.0,-2.2
1,1,2.0,1.0,0,120,0,1,509.0,7.820785798348683,43.8,0.0,4160.0,0.0,43.8,4160.0,-8.2
1,2,2.0,0.0,0,120,0,1,1388.0,18.066069939433063,77.2,0.0,7730.0,0.0,77.2,7730.0,1.2
1,2,5.0,0.0,0,120,0,1,807.0,9.290715946970005,76.4,0.0,7600.0,0.0,76.4,7600.0,2.6
1,2,4.0,0.0,0,60,1,0,342.0,7.938336807846799,76.0,0.0,3760.0,0.0,76.0,3760.0,3.0
0,2,7.0,0.0,0,60,0,1,411.0,8.358936263051918,58.4,0.0,5830.0,0.0,58.4,5830.0,0.0
0,2,7.0,0.0,0,150,0,1,646.0,7.841817705978085,59.8,0.0,6100.0,0.0,59.8,6100.0,-0.6
1,2,2.0,0.0,0,120,0,1,739.0,11.062207430370862,70.6,0.0,7000.0,0.0,70.6,7000.0,-0.2
1,3,3.0,0.0,0,60,0,1,1241.0,7.564386984429766,87.6,0.0,8690.0,0.0,87.6,8690.0,0.0
0,2,2.0,0.0,0,60,0,1,2832.0,22.554943972937597,70.6,0.0,7000.0,0.0,70.6,7000.0,-3.6
1,3,8.0,0.0,0,120,0,1,901.0,8.803121924709538,66.6,0.0,6500.0,0.0,66.6,6500.0,0.6
1,3,8.0,1.0,0,60,0,1,998.0,9.752465448558915,73.0,0.0,7260.0,0.0,73.0,7260.0,0.0
1,2,4.0,0.0,0,120,0,1,1129.0,16.216530540448474,71.8,0.0,6990.0,0.0,71.8,6990.0,0.0
1,3,9.0,0.0,0,120,0,1,521.0,5.2602000237518745,72.4,0.0,7320.0,0.0,72.4,7320.0,-0.2
1,3,4.0,0.0,0,120,0,1,2328.0,18.821704791744033,81.0,0.0,8100.0,0.0,81.0,8100.0,-0.6
1,3,6.0,0.0,0,60,0,1,910.0,9.63542489599225,72.0,0.0,7300.0,0.0,72.0,7300.0,1.0
1,3,8.0,0.0,0,120,0,0,224.0,4.202294584913503,59.2,0.0,5800.0,0.0,59.2,5800.0,-1.2
1,3,7.0,0.0,0,120,0,1,780.0,20.371391705035766,73.2,0.0,7370.0,0.0,73.2,7370.0,5.8
1,3,9.0,0.0,0,120,0,1,1271.0,20.784718816725007,71.4,0.0,7060.0,0.0,71.4,7060.0,1.2
1,2,3.0,0.0,0,120,0,0,194.0,4.628017566694528,40.0,0.0,1600.0,0.0,40.0,1600.0,0.0
1,2,9.0,0.0,0,120,0,1,7067.0,20.96555145866011,82.8,0.0,8240.0,0.0,82.8,8240.0,-1.2
1,4,9.0,1.0,0,60,0,1,605.0,8.218893606961137,76.2,0.0,7340.0,0.0,76.2,7340.0,0.0
1,4,9.0,1.0,0,60,0,0,406.0,9.021424915517386,66.0,0.0,1860.0,0.0,66.0,1860.0,0.0
1,3,9.0,2.0,0,120,0,1,3064.0,28.04927320220751,66.0,0.0,6630.0,0.0,66.0,6630.0,0.2
1,2,6.0,2.0,0,120,0,1,5680.0,21.37547565599529,80.8,0.0,8070.0,0.0,80.8,8070.0,-0.8
1,1,7.0,2.0,0,60,0,1,4007.0,17.82919450774439,72.0,0.0,7020.0,0.0,72.0,7020.0,-6.0
1,2,6.0,2.0,0,60,0,1,7288.0,26.399593827033502,81.2,0.0,8150.0,0.0,81.2,8150.0,-2.0
0,2,9.0,1.0,0,60,0,1,3004.0,18.70252834408176,76.4,0.0,7800.0,0.0,76.4,7800.0,-0.2
0,2,5.0,1.0,0,60,0,1,1357.0,8.866784487612094,61.8,0.0,6030.0,0.0,61.8,6030.0,-1.2
1,3,4.0,1.0,0,60,0,1,1216.0,8.973908357267478,77.2,0.0,7720.0,0.0,77.2,7720.0,0.0
0,2,4.0,1.0,0,60,0,1,870.0,7.504784974978374,72.0,0.0,7340.0,0.0,72.0,7340.0,3.8
0,3,9.0,1.0,0,60,0,1,3098.0,18.202168690267907,68.0,0.0,6720.0,0.0,68.0,6720.0,-1.0
1,3,9.0,1.0,0,60,0,1,5988.0,32.6743108698523,56.6,0.0,5650.0,0.0,56.6,5650.0,0.6
0,1,3.0,1.0,0,60,0,1,1896.0,10.526195572074519,70.0,0.0,6990.0,0.0,70.0,6990.0,-0.4
1,3,8.0,2.0,0,60,0,1,1695.0,14.279705701350291,82.6,0.0,8120.0,0.0,82.6,8120.0,0.8
1,2,7.0,1.0,0,60,0,0,240.0,6.760875337516163,35.0,0.0,950.0,0.0,35.0,950.0,7.0
0,3,3.0,1.0,0,60,0,1,910.0,8.747019868011906,75.2,0.0,7500.0,0.0,75.2,7500.0,5.4
0,2,1.0,1.0,0,120,0,0,1907.0,29.391534985113434,59.0,0.0,1780.0,0.0,59.0,1780.0,41.5
1,3,4.0,1.0,0,120,0,1,3460.0,18.718156715293325,81.8,0.0,8090.0,0.0,81.8,8090.0,-0.6
0,1,4.0,1.0,0,60,1,0,939.0,12.21048209121683,61.6,0.0,6220.0,0.0,61.6,6220.0,3.0
1,2,7.0,1.0,0,60,0,1,3493.0,28.685531594367813,61.8,0.0,6020.0,0.0,61.8,6020.0,1.4
0,1,8.0,1.0,0,60,0,1,4202.0,22.379597448240283,73.0,0.0,7220.0,0.0,73.0,7220.0,0.8
1,1,9.0,1.0,0,60,0,1,723.0,19.132186038197865,79.6,0.0,7790.0,0.0,79.6,7790.0,-1.4
1,3,9.0,1.0,0,60,0,0,998.0,22.17674033354114,77.5,0.0,2250.0,0.0,77.5,2250.0,2.0
1,2,6.0,1.0,0,60,0,1,6025.0,27.26211762240313,84.6,0.0,8490.0,0.0,84.6,8490.0,-2.8
1,2,3.0,1.0,0,60,0,1,5061.0,17.018611462004607,85.0,0.0,8530.0,0.0,85.0,8530.0,-1.8
0,3,4.0,1.0,0,60,0,1,2756.0,18.556071287383354,78.2,0.0,7750.0,0.0,78.2,7750.0,0.0
1,2,6.0,1.0,0,60,0,1,1759.0,16.27722776397317,83.8,0.0,8400.0,0.0,83.8,8400.0,-4.8
1,3,7.0,2.0,0,60,0,1,7057.0,33.5072067738438,66.2,0.0,6750.0,0.0,66.2,6750.0,2.4
1,2,3.0,1.0,0,60,0,1,459.0,6.511239121866445,77.4,0.0,7780.0,0.0,77.4,7780.0,-1.0
1,1,4.0,1.0,0,60,0,1,6518.0,21.525215460728216,71.0,0.0,6910.0,0.0,71.0,6910.0,-1.0
1,1,4.0,1.0,0,300,1,1,5975.0,21.583157369944608,62.6,0.0,6280.0,0.0,62.6,6280.0,0.0
1,2,5.0,1.0,0,60,0,1,1754.0,12.81911286553439,72.0,0.0,7120.0,0.0,72.0,7120.0,2.0
0,2,7.0,1.0,0,60,1,1,931.0,8.980768824251529,73.6,0.0,7320.0,0.0,73.6,7320.0,0.8
0,2,8.0,0.0,0,60,0,1,4294.0,91.35628756162674,70.4,0.0,6970.0,0.0,70.4,6970.0,-4.6
1,2,9.0,1.0,0,60,0,1,1992.0,12.880576957571597,73.0,0.0,7120.0,0.0,73.0,7120.0,-6.6
0,1,4.0,1.0,0,120,1,1,470.0,6.310224664542841,53.6,0.0,5490.0,0.0,53.6,5490.0,2.0
1,1,5.0,1.0,0,120,0,1,1216.0,13.192804906571178,67.25,0.0,5030.0,0.0,67.25,5030.0,-1.25
0,2,9.0,0.0,0,60,1,1,1401.0,11.061130249686016,76.0,0.0,7560.0,0.0,76.0,7560.0,0.0
1,1,3.0,1.0,0,60,0,1,519.0,10.406379004373333,78.4,0.0,7910.0,0.0,78.4,7910.0,-0.8
0,1,7.0,1.0,0,60,0,1,1734.0,17.219264245519458,66.6,0.0,6730.0,0.0,66.6,6730.0,2.6
0,2,6.0,0.0,0,60,0,0,2386.0,13.61862867303804,61.2,0.0,6210.0,0.0,61.2,6210.0,-0.6
0,2,9.0,1.0,0,60,0,1,1146.0,9.500495856090236,69.6,0.0,6720.0,0.0,69.6,6720.0,1.0
